,GD,LNC,TXT,TAP,DDS,C,CI,CVX,ECL,FMC,GPC,HAL,HAS,HD,JPM,KMB,LHX,LLY,LOW,MMM,CLX,IP,NWL,BAX,PCAR,VFC,WHR,AON,PG,HSY,Date
1990-01-31,5.078,13.6875,5.375,9.25,21.7083,20.1725,5.4861,16.75,3.1563,4.4151,16.9444,10.0066,5.5185,1.735,8.5417,15.5186,5.6487,15.7813,0.8516,18.795,9.688,23.5707,11.625,5.7371,3.285,3.7503,30.5,11.0,8.0,7.9688,1990-01-31
1990-02-28,4.688,13.25,5.7813,9.1875,21.8333,20.7516,5.6528,16.7813,3.0625,4.2402,17.0,10.6618,5.5926,1.963,8.5417,14.8119,5.8767,15.0938,0.8164,19.276,9.594,23.3373,11.375,6.0089,3.6715,3.6032,31.75,11.0741,8.0,7.25,1990-02-28
1990-03-30,4.688,13.875,5.6563,9.0625,24.4583,21.2342,5.625,16.875,3.0,4.284,16.7778,10.8107,5.7037,2.259,7.8333,15.2241,6.7632,16.1563,1.0273,19.577,9.938,23.5707,12.3125,5.8579,3.854,3.662,30.625,11.1111,8.4688,7.9375,1990-03-30
1990-04-30,4.344,13.125,6.0,11.5625,23.9167,22.1994,5.1111,16.4688,2.7188,3.7302,17.5556,10.1853,5.1481,2.309,7.7917,15.2241,6.2566,16.4375,1.0781,19.096,9.531,23.1623,13.0,5.0426,3.3709,3.5591,28.125,10.3333,8.8281,8.0625,1990-04-30
1990-05-31,4.438,13.6875,6.125,12.8125,30.625,25.1915,5.7778,17.5,3.1094,4.3277,18.3889,11.7637,6.2963,2.988,9.125,16.667,7.0925,19.5625,1.4766,19.878,10.625,24.5042,14.625,5.6767,3.5641,3.5444,29.75,11.6296,10.3281,8.75,1990-05-31
1990-06-29,4.016,13.8438,5.9375,13.1875,29.3333,26.3497,5.5694,17.5938,3.2813,3.8468,17.6667,11.4659,5.4444,2.846,8.5,16.8732,6.9659,20.7813,1.5195,20.81,10.531,23.7457,16.0,5.7975,3.6071,3.0738,28.125,11.1111,10.8906,9.4063,1990-06-29
1990-07-31,3.344,13.375,5.6875,12.25,28.5,24.9019,5.2222,19.8438,3.375,4.386,16.3333,13.0741,5.1111,2.537,7.6667,18.1394,6.206,20.8125,0.9336,21.742,10.969,26.3128,14.9375,6.19,3.4997,2.8973,27.125,10.8519,10.8438,9.6563,1990-07-31
1990-08-31,3.109,11.5313,5.0313,12.375,26.5417,21.5237,4.6944,18.9688,2.75,4.0945,15.9444,12.6274,4.2963,2.509,7.2083,17.4327,4.8635,18.7813,0.7539,18.945,9.375,22.2288,13.0,5.7069,2.6624,2.3237,23.125,10.3704,9.625,9.5,1990-08-31
1990-09-28,2.953,11.125,5.125,12.0625,26.125,15.8291,4.1944,18.5,2.3281,3.4534,15.7778,12.2402,3.5926,2.25,5.1667,16.0781,3.6983,17.875,0.6172,18.554,8.469,20.3034,9.4375,5.8277,2.6194,1.8237,20.125,9.1111,9.1094,9.0313,1990-09-28
1990-10-31,2.984,7.8438,5.5938,12.25,24.4167,13.9953,3.7639,17.0938,2.5469,3.1328,15.6667,10.6618,3.8519,2.176,3.375,17.7271,3.0397,16.8438,0.6016,19.005,8.188,21.7037,10.3125,6.1296,2.4262,1.7501,18.25,9.3333,9.8281,8.625,1990-10-31
1990-11-30,2.922,10.3125,6.0625,9.25,29.2083,17.4699,4.4167,17.4688,2.6563,3.4825,16.5,11.3468,4.5556,2.648,3.7917,18.6694,3.9516,18.4375,0.6445,19.547,8.969,22.9872,12.0625,6.7939,2.6409,1.8531,23.25,10.2222,10.3594,8.75,1990-11-30
1990-12-31,3.156,10.75,6.875,10.25,29.125,17.663,4.5278,18.1563,2.6563,3.7157,16.8889,10.8703,4.6296,2.88,3.5833,19.7884,4.0276,18.3125,0.7656,20.629,9.438,24.9709,12.375,6.7637,2.7697,2.1619,23.625,10.2963,10.8281,9.375,1990-12-31
1991-01-31,3.594,11.25,6.9688,10.9375,30.0,20.3655,4.9167,17.8438,2.8906,4.0508,16.7222,10.8107,5.5556,3.231,4.375,19.8179,4.6102,19.5,0.7969,20.419,9.469,27.4797,14.9375,7.1261,3.4568,2.6473,24.875,9.7037,9.9063,9.9375,1991-01-31
1991-02-28,3.125,12.25,7.375,10.5625,32.0833,23.7437,5.4167,18.8125,3.0938,4.3131,18.2222,12.8061,7.2222,3.611,5.5,20.2596,4.9901,19.75,0.9102,21.291,9.844,28.6465,14.25,7.5488,3.3924,3.0443,25.5,10.2963,10.1563,9.9688,1991-02-28
1991-03-28,4.188,12.8125,7.7813,11.4375,34.4583,23.5506,5.9167,19.375,3.4063,4.3568,17.3333,11.0192,7.2222,4.0,5.7917,20.6718,5.1421,19.625,0.9688,21.291,9.875,28.4715,16.0,8.0319,3.4353,3.1473,29.375,10.9259,10.6406,10.2188,1991-03-28
1991-04-30,4.703,12.1875,7.9375,11.1875,37.7083,22.682,5.4722,19.3125,3.4063,5.1728,17.1667,9.8875,8.3333,4.259,6.8333,21.4374,5.2687,19.1875,1.0352,21.441,9.656,29.3466,15.4375,8.2735,3.6071,3.2797,30.125,10.8889,10.4844,10.0313,1991-04-30
1991-05-31,4.797,12.2188,8.75,11.75,43.5417,24.4193,5.7778,18.4688,3.2656,4.9105,18.6667,10.6916,9.0741,4.88,7.125,22.8215,5.4461,19.875,1.0781,22.915,10.188,32.9639,17.6875,8.3037,4.2727,3.6473,33.375,12.1111,10.6406,10.9688,1991-05-31
1991-06-28,5.234,11.4688,8.0313,11.1875,40.4583,21.4272,5.1806,17.5938,3.4531,5.1291,19.0556,8.6962,8.2222,5.014,7.125,22.4975,5.2434,17.9688,0.9805,22.524,9.813,32.9056,16.75,7.7904,3.8003,3.3826,32.125,11.1852,9.6719,10.1875,1991-06-28
1991-07-31,5.625,11.4063,8.3125,10.25,41.9583,24.4193,4.9444,18.0313,3.6094,5.3622,19.0,9.411,8.4444,5.389,8.5417,22.6742,5.2687,19.0938,1.0703,21.11,9.938,32.4388,18.75,8.3641,4.1439,3.3973,35.625,11.2963,10.0938,10.4688,1991-07-31
1991-08-30,5.313,12.4375,8.3438,9.9375,43.75,25.9636,4.7222,17.9375,3.8125,5.6245,18.3889,9.3216,8.0,5.986,8.8333,22.6742,4.8128,21.0313,1.0742,20.9,10.375,32.4972,20.6875,8.6056,4.1439,3.8091,37.0,11.2222,10.4375,10.4688,1991-08-30
1991-09-30,5.797,12.2813,8.75,9.125,44.0417,27.4114,5.0278,18.375,4.1563,5.5371,19.6667,8.1304,8.6667,6.042,8.4583,21.0841,4.6355,19.9375,1.0508,21.682,10.188,31.7971,21.8125,8.1225,4.1439,4.2503,38.25,10.963,10.6094,9.7188,1991-09-30
1991-10-31,6.516,13.1563,9.2188,9.1875,40.4167,28.087,5.7778,18.6563,3.9219,5.9888,19.6667,8.041,10.6296,6.264,8.25,22.6448,5.0914,19.2188,0.8086,21.892,9.969,35.4727,21.8125,9.0586,4.015,4.368,36.875,11.1481,10.4531,10.3125,1991-10-31
1991-11-29,6.094,12.9688,9.2188,9.625,41.9167,25.1915,5.7917,16.6875,3.7969,5.3914,19.1111,7.1178,10.5185,6.694,7.0417,21.7614,4.8128,18.375,0.8438,20.87,9.281,31.1553,19.875,8.817,3.9721,4.1327,33.625,10.9259,10.125,9.5,1991-11-29
1991-12-31,6.719,13.6875,9.9063,10.5,41.1667,30.4035,6.7778,17.25,3.7188,5.5808,21.6667,6.7902,12.0,7.486,7.1667,23.8816,5.4461,20.9375,1.0625,22.915,10.594,33.0223,22.875,9.6625,4.1653,4.6621,38.875,11.7407,11.7344,11.0938,1991-12-31
1992-01-31,7.266,14.4063,9.0938,10.5,41.1667,32.0443,6.0,15.9063,3.7969,5.5517,20.4444,6.2839,11.7037,6.847,9.375,22.4386,5.6234,19.7188,1.2813,21.892,11.906,33.7224,24.4375,9.0888,4.6806,4.6621,42.0,12.4074,12.9688,10.2188,1992-01-31
1992-02-28,7.359,14.0625,9.0625,9.625,43.25,32.0443,6.0972,15.4063,3.3594,5.6245,20.9444,6.5519,11.5185,7.153,11.2083,24.441,6.4086,18.7188,1.2109,21.892,12.0,34.4808,23.9375,8.6962,5.11,4.971,44.0,12.6667,12.7031,10.5625,1992-02-28
1992-03-31,8.094,14.0313,9.0938,9.0,41.6667,31.0791,5.6528,16.0,4.2813,5.4351,21.2222,5.4798,10.5556,7.208,10.9167,25.03,6.1047,17.75,1.1797,21.351,11.625,34.3642,22.5625,8.7264,4.6592,5.2357,44.75,12.1111,12.7813,10.0313,1992-03-31
1992-04-30,8.172,13.2813,9.0313,9.1875,39.7917,31.3687,5.75,17.4375,4.4219,5.3331,22.0,6.0159,11.4444,6.931,11.7083,26.149,5.7754,17.1875,1.1836,22.554,12.25,34.7726,20.75,9.0284,4.8524,5.3533,43.875,13.1111,12.9063,10.3125,1992-04-30
1992-05-29,8.078,14.3125,8.9688,9.9375,41.5417,29.6313,5.7222,17.8438,4.2031,5.7994,21.6667,6.9093,13.1111,7.847,12.1667,27.0913,5.5474,16.5,1.3711,23.005,11.875,32.9056,18.5625,9.3303,5.1744,5.4416,41.125,12.6667,12.8438,10.1563,1992-05-29
1992-06-30,8.922,15.375,9.3438,9.8125,36.875,29.6313,6.1944,16.75,4.0781,5.7994,21.3333,6.3435,12.5556,7.444,12.375,27.5624,5.5727,16.2813,1.2188,23.336,11.344,32.6139,17.875,8.7264,5.0027,5.1769,37.25,13.5926,11.5,10.5,1992-06-30
1992-07-31,9.875,16.1563,9.7188,9.75,37.625,33.9747,6.0833,17.8438,4.2031,5.5954,20.5,7.5347,13.7222,8.354,11.625,26.7968,5.7754,17.6563,1.4766,24.058,11.813,31.1553,19.9375,9.3001,4.788,5.5151,40.0,13.7778,12.6563,10.9375,1992-07-31
1992-08-31,9.563,15.4688,9.125,9.9375,34.875,30.693,5.6667,18.375,4.1875,5.5371,20.1667,8.2793,13.2778,8.896,10.8333,25.7367,5.8513,16.2813,1.1172,23.697,11.188,29.0549,19.8125,8.7264,4.4767,5.5739,35.625,13.2963,11.6875,10.75,1992-08-31
1992-09-30,10.641,16.6875,9.0,9.5625,36.875,33.7816,5.5556,18.5313,4.4375,5.3622,20.0,8.1601,15.1111,9.25,10.9167,25.3834,6.3073,15.6563,1.1563,24.599,10.813,29.8134,18.25,7.9111,4.5733,5.6034,37.625,14.4074,12.3438,11.3125,1992-09-30
1992-10-30,12.75,16.75,9.3438,10.375,41.875,33.0095,5.7083,17.75,4.5313,5.2311,20.5833,7.3263,15.0,9.625,11.4583,26.8557,6.8646,15.4063,1.1875,24.749,10.938,30.2218,20.8125,8.0923,4.8309,5.9122,39.375,14.5185,13.2188,11.4375,1992-10-30
1992-11-30,12.125,17.5313,10.625,10.3125,50.375,36.8703,6.3056,17.1875,4.6875,5.8139,22.0833,7.2369,15.7778,10.167,12.5,28.5047,6.9912,15.6563,1.4141,24.539,11.344,30.4552,21.625,8.3641,5.0242,6.7358,44.5,14.9259,13.5625,11.5,1992-11-30
1992-12-31,12.953,18.5,11.1875,8.25,49.75,37.3528,6.5139,17.375,4.5938,5.7702,22.6667,6.8498,14.5,11.229,12.875,27.798,6.8139,15.1875,1.5078,24.208,11.625,31.0969,20.375,7.8206,4.9168,6.2652,44.625,16.0,13.4375,11.75,1992-12-31
1993-01-29,14.266,18.2188,10.9375,8.375,49.0,41.0206,6.8889,18.1875,4.6563,5.6828,23.6667,6.9093,15.1111,10.854,13.5417,27.1502,7.1432,14.125,1.7266,23.576,11.188,30.1051,19.25,7.3676,5.0564,6.3534,46.125,15.0741,12.4375,12.0625,1993-01-29
1993-02-26,14.719,18.3125,10.9063,8.375,44.375,42.3718,6.8472,19.25,4.7188,5.4205,23.5,8.3686,13.5556,10.583,13.5,26.3846,7.3965,12.875,1.7813,25.381,11.656,29.9884,18.375,7.0355,5.1315,5.8975,49.5,15.1852,13.0,13.0938,1993-02-26
1993-03-31,12.281,20.1875,11.8438,8.8125,46.0,53.4233,6.8889,20.7813,4.8125,5.6682,23.6667,8.6367,13.7778,10.542,13.4583,25.7956,7.6498,12.2188,2.1172,26.343,12.813,29.1716,19.5,7.2469,5.5395,6.1475,53.625,16.7407,12.4688,13.4063,1993-03-31
1993-04-30,11.922,20.0313,11.75,8.6875,38.125,53.2785,6.7639,21.5313,4.6719,5.1145,22.8333,9.6194,14.6111,9.417,12.75,22.5564,7.4725,12.375,1.9063,26.764,12.281,30.6885,19.4375,6.643,5.1959,5.6622,54.5,15.1852,12.2813,12.8438,1993-04-30
1993-05-28,11.781,19.4375,13.0625,8.875,40.875,53.7128,6.5556,22.0313,4.9375,5.2748,24.4167,9.679,15.9444,10.278,12.7917,22.0264,7.2192,12.7813,2.3594,27.155,12.344,31.1553,18.8125,7.1865,4.7665,5.8828,54.0,15.4444,12.2813,13.25,1993-05-28
1993-06-30,11.047,19.4375,14.0313,9.3125,36.25,60.9517,6.7639,21.9375,5.3594,5.2748,23.0833,9.0834,16.7778,9.722,13.625,23.381,7.9031,12.3125,2.4453,25.982,13.031,29.8717,16.625,6.9147,5.2389,5.4269,56.875,15.7407,12.9688,11.75,1993-06-30
1993-07-30,11.281,19.9375,13.2188,9.4375,37.5,62.5443,6.5417,22.0938,5.5469,5.6245,24.25,9.5003,16.5556,9.833,13.75,22.0853,7.8018,11.6563,2.3516,25.26,13.063,29.755,16.25,6.4014,5.3033,5.1769,62.75,16.037,12.1875,11.125,1993-07-30
1993-08-31,11.859,23.3125,14.2813,9.75,35.875,68.5285,7.1944,23.2813,5.5313,5.7557,24.8333,9.679,16.8333,9.472,13.5417,23.0865,8.3084,11.9688,2.5,26.373,13.125,30.3968,18.3125,6.4618,5.4106,5.4122,66.0,16.4444,12.0938,12.125,1993-08-31
1993-09-30,11.516,23.375,14.5313,10.4375,36.0,73.7405,7.2222,24.4375,5.2813,5.7265,25.0,8.8451,17.5,8.556,15.0,23.0865,8.6377,12.5,2.8203,24.749,13.344,28.1214,17.5625,5.3144,5.3033,5.1916,58.875,16.5185,11.875,12.4688,1993-09-30
1993-10-29,11.969,22.75,13.9688,10.4375,36.75,68.1424,7.4583,24.25,5.9219,5.7265,25.25,7.5943,16.1667,8.806,13.3333,24.3233,9.3723,13.5313,2.9141,24.96,13.25,27.6547,20.375,5.7371,5.7971,4.6621,63.875,15.4074,13.5625,13.25,1993-10-29
1993-11-30,11.25,21.75,13.7813,8.6875,41.25,61.7721,7.0278,21.7188,5.5781,5.3768,25.0,7.356,17.1111,9.222,12.8333,24.9122,9.043,14.3438,3.2031,26.223,13.0,31.1553,20.125,5.6767,5.7542,5.1327,59.375,14.6667,14.1875,12.6875,1993-11-30
1993-12-31,11.531,21.75,14.5625,8.125,38.0,60.0348,6.9722,21.7813,5.625,5.4934,25.0833,7.5943,16.1111,8.778,13.375,24.441,9.2203,14.8438,3.7031,26.163,13.563,31.622,20.1875,5.8881,5.2603,5.4269,66.5,14.3333,14.25,12.25,1993-12-31
1994-01-31,11.516,21.25,14.7813,7.9375,35.875,65.0538,7.6806,23.3438,5.7188,5.6245,25.8333,7.6836,14.9444,8.667,13.1667,26.7968,9.8029,14.9688,3.8125,25.802,12.906,35.0643,20.9375,5.7371,6.0,5.4563,67.625,14.5185,14.875,12.0625,1994-01-31
1994-02-28,11.656,20.375,14.5,9.3125,35.625,57.5253,7.2778,21.6875,5.75,5.6974,25.3333,7.4752,15.6667,9.25,12.4167,26.0312,10.3095,13.7813,4.1328,25.351,13.344,33.8974,20.125,5.4955,5.7531,6.0004,67.75,14.7778,14.3438,12.8125,1994-02-28
1994-03-31,10.609,20.125,13.5,9.0625,33.5,54.2437,6.5972,21.0625,5.125,5.5371,23.3333,6.9391,15.4444,9.056,12.125,24.9122,9.5496,12.4375,4.0313,23.847,12.531,31.7971,19.625,5.4653,4.963,5.8828,60.75,14.2222,13.4063,11.5625,1994-03-31
1994-04-29,10.125,19.0625,13.1875,9.3125,33.5,53.6645,6.5,22.25,5.5313,5.5225,23.75,7.0582,15.1111,9.333,11.5833,25.8545,8.891,12.3125,4.4063,23.516,12.625,30.4552,19.5625,5.5257,5.284,5.8975,58.5,13.7407,14.2188,11.1563,1994-04-29
1994-05-31,10.594,20.6875,14.0,9.875,31.0,50.5759,7.6528,21.75,5.5313,5.6245,23.25,7.2369,14.6667,10.028,12.7917,26.6201,9.6003,14.3438,3.9219,24.539,12.844,32.3221,22.6875,6.2202,4.8889,5.7798,53.625,14.7222,14.0938,10.75,1994-05-31
1994-06-30,10.219,21.1875,13.0938,8.75,30.875,49.8038,8.1111,20.9375,5.5,6.3094,24.0833,8.041,13.1667,9.361,12.8333,24.9122,8.9417,14.2188,4.2813,23.817,12.219,30.9219,23.125,6.341,4.5679,5.5887,52.5,15.0556,13.3438,10.8438,1994-06-30
1994-07-29,10.031,18.8125,13.3125,10.0,33.5,51.155,7.6111,22.1875,5.5,6.8485,23.5833,8.1006,13.4444,9.111,12.7917,26.7379,8.8403,12.1563,4.5,25.561,12.438,34.0141,22.3125,6.3712,4.9877,6.0299,50.875,14.7778,13.9375,10.5938,1994-07-29
1994-08-31,11.281,19.25,13.8125,10.1875,28.0,57.1392,7.4444,21.1875,5.7813,6.8194,24.5,7.2071,13.9444,10.056,12.9167,27.9747,9.8029,14.2188,4.5156,26.523,13.031,35.9978,23.8125,6.8543,4.9383,6.2211,54.875,15.2222,15.2188,12.0,1994-08-31
1994-09-30,10.938,18.6875,12.7188,9.25,26.75,50.769,6.8472,20.8125,5.4375,7.2565,23.4167,7.505,13.1667,9.333,11.6667,27.6802,9.8536,14.4688,4.8281,26.584,13.031,36.6395,22.25,6.7939,4.5,5.8093,51.375,14.8333,14.9063,11.25,1994-09-30
1994-10-31,10.594,18.125,12.75,8.625,26.5,53.6645,7.3194,22.5,5.3438,7.1108,24.0833,8.8153,14.6667,10.111,12.6667,24.2644,8.6884,15.5,4.9688,26.644,13.5,34.7726,21.0,6.2806,4.4198,5.9563,52.0,13.8333,15.625,11.8125,1994-10-31
1994-11-30,10.063,19.4375,11.75,7.875,28.125,50.769,7.0417,21.8125,5.0938,6.7902,23.25,8.3091,13.1111,10.278,12.125,23.6165,8.3084,15.6563,4.6719,24.659,14.563,33.3723,21.5,6.2202,4.0741,5.7063,49.875,14.0556,15.625,11.6875,1994-11-30
1994-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994-12-31
1995-01-31,10.781,18.25,12.9063,8.375,26.25,56.9462,7.5139,22.3125,5.5625,6.7465,24.4167,8.6367,13.3889,10.389,12.9583,22.6742,8.3591,16.4688,4.5938,25.2,14.656,33.1973,22.5,7.1261,4.2469,5.6622,49.875,14.6111,16.3125,12.2188,1995-01-31
1995-02-28,11.781,20.1875,13.6875,8.125,27.5,60.0348,8.4167,23.75,5.7813,6.8194,25.9167,8.8749,14.0,9.972,13.375,24.4999,9.119,16.75,4.2031,26.343,15.094,35.6477,23.875,7.5186,4.3457,6.0593,54.375,15.4444,16.625,12.25,1995-02-28
1995-03-31,11.75,20.125,14.1563,8.1875,27.625,59.6487,8.3056,24.0,6.0625,7.0525,26.5833,8.6664,15.0,9.833,12.5833,24.4999,9.7016,18.2813,4.3125,27.967,15.0,35.0643,25.5,7.9111,4.1975,6.2505,54.75,16.2222,16.5625,12.7813,1995-03-31
1995-04-28,11.594,20.375,14.25,8.1875,25.875,63.8956,8.0694,23.6875,5.75,7.1545,25.8333,9.1429,14.1111,9.278,13.9167,26.679,9.5243,18.6875,3.6094,28.689,14.688,35.9394,23.625,8.3943,4.5432,5.9416,54.75,16.3889,17.4688,13.125,1995-04-28
1995-05-31,10.938,22.625,15.2188,8.625,28.75,65.2468,8.3056,24.5625,6.3438,7.5042,26.1667,9.2918,15.6667,9.25,15.375,28.2692,10.7655,18.6563,3.4063,28.809,14.969,36.6979,24.875,8.4245,4.7531,6.2652,57.125,16.2222,17.9688,12.9063,1995-05-31
1995-06-30,11.094,21.875,14.5313,8.1875,29.375,67.5633,8.625,23.3125,6.125,7.8394,25.25,8.5175,14.1111,9.028,15.75,28.2103,10.4615,19.625,3.7344,27.546,16.313,40.0234,24.5,8.7868,4.6173,6.324,55.0,16.5556,17.9688,13.8125,1995-06-30
1995-07-31,12.188,20.5625,16.625,8.625,31.0,73.1614,8.9583,24.6875,6.7188,8.3931,25.1667,9.679,13.8889,9.75,17.2083,29.8593,11.6014,19.5625,4.6094,27.245,16.406,39.44,25.375,8.9982,5.2346,6.5005,57.75,16.8333,17.2188,14.4063,1995-07-31
1995-08-31,13.156,21.5,17.125,8.5,30.875,74.1266,10.75,24.1875,6.8438,8.9759,26.25,10.0959,14.4444,8.861,19.4167,30.0949,11.6774,20.4688,4.1563,26.283,16.906,38.2148,25.0,9.4209,4.8889,6.4417,54.5,17.3333,17.3438,14.9688,1995-08-31
1995-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995-09-30
1995-10-31,13.844,22.3125,17.1875,8.9375,27.125,78.2848,11.0139,23.375,7.25,8.3493,26.4167,9.8875,13.5556,8.278,18.9583,34.2175,11.7787,24.1563,3.375,27.365,17.938,34.5392,24.125,9.3303,4.1235,5.6328,53.0,18.2778,20.25,14.9375,1995-10-31
1995-11-30,14.906,23.375,19.1563,10.125,28.875,92.2365,12.2222,24.6875,7.1875,8.6116,26.9167,10.3342,13.5556,9.861,20.0,36.2199,11.6774,24.875,3.9375,31.515,18.938,35.5894,26.375,10.1456,4.321,6.1181,55.5,20.9444,21.5938,15.4375,1995-11-30
1995-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995-12-31
1996-01-31,14.594,26.4375,19.6563,12.0,29.0,101.9253,13.1806,25.9375,7.5313,8.4951,29.6667,12.9063,18.4444,10.222,22.3333,37.9867,12.6906,28.75,3.8906,31.034,20.656,38.1565,26.375,10.9911,4.5185,5.9416,54.375,24.1667,21.0,17.6875,1996-01-31
1996-02-29,14.906,27.5,19.6875,9.6875,31.25,103.6692,13.1667,27.8125,7.5938,8.5096,28.5,13.7188,15.3333,9.611,23.875,35.9843,13.4758,30.25,3.875,31.335,21.188,33.2556,27.75,11.0515,4.6667,6.324,55.625,23.1111,20.5,18.8438,1996-02-29
1996-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996-03-31
1996-04-30,15.781,24.125,21.4375,9.5,40.125,95.3369,12.5972,29.0,8.125,8.0871,29.5,14.3438,16.3333,10.528,22.9583,34.2175,12.5133,29.5,4.0469,31.636,20.656,37.223,28.5,10.6891,4.8889,6.7064,60.125,23.8333,21.125,18.9688,1996-04-30
1996-05-31,15.406,23.5,21.1875,9.375,40.0,96.4996,12.7639,29.875,8.125,7.8394,30.3333,13.9063,16.7778,11.361,23.3333,34.3353,13.0959,32.125,4.2813,32.838,21.281,37.223,30.0,10.6891,4.8642,7.1623,56.875,22.3889,21.9688,18.1875,1996-05-31
1996-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996-06-30
1996-07-31,16.0,21.3125,20.0,9.4375,31.375,98.2436,11.8333,28.9375,7.7188,7.5188,28.25,13.0313,15.9444,11.222,23.1667,35.8076,11.652,28.0,4.0781,32.5,22.719,35.356,32.125,10.055,4.4938,6.574,49.25,21.6111,22.3438,20.5,1996-07-31
1996-08-30,16.031,22.125,21.3438,10.0,34.0,100.8595,12.9028,29.4375,7.5938,7.4605,28.5833,13.1563,16.3333,11.806,24.7917,36.9266,12.4626,28.625,4.5156,34.375,23.406,37.3397,31.125,10.7797,4.4691,6.9123,49.0,22.4444,22.2188,21.7813,1996-08-30
1996-09-30,17.219,21.9375,21.25,10.9688,32.25,114.2299,13.3194,31.3125,8.4375,7.9122,29.1667,12.9063,16.5,12.639,26.7083,41.5203,13.1972,32.25,5.1094,34.938,23.969,39.6734,30.0,11.293,5.4074,7.0741,50.625,24.1111,24.375,25.125,1996-09-30
1996-10-31,17.156,24.25,22.1875,9.75,31.75,126.147,14.5,32.875,9.125,8.5825,29.1667,14.1563,17.2778,12.167,28.5833,43.935,12.6906,35.25,5.0469,38.313,27.281,39.9068,28.375,10.8106,5.5062,7.6918,47.25,25.6667,24.75,24.1875,1996-10-31
1996-11-29,18.438,26.9375,23.8438,9.9375,30.625,139.5174,15.7083,33.5,9.7188,9.0051,30.0,15.0625,18.2778,11.583,31.5,46.0552,13.8811,38.25,5.0781,41.875,26.063,39.6734,31.0,11.0378,6.5679,7.9859,50.0,27.0556,27.1875,24.9375,1996-11-29
1996-12-31,17.625,26.25,23.5625,9.5,30.875,140.6801,15.1806,32.5,9.4063,8.1745,29.6667,15.0625,17.2778,11.139,29.75,44.8773,13.9064,36.5,4.4375,41.438,25.094,37.6897,31.5,10.6482,6.716,7.9418,46.625,27.6111,26.875,21.875,1996-12-31
1997-01-31,17.656,26.8125,24.3438,9.3125,29.875,162.3828,16.8472,33.1875,9.25,8.1745,29.4167,18.0938,17.5556,11.0,30.8333,45.9374,15.4263,43.5625,4.1406,42.625,29.656,38.1565,33.0,11.9793,6.4568,7.8241,50.875,28.7222,28.875,21.125,1997-01-31
1997-02-28,16.813,29.0625,24.6563,10.6875,30.125,166.2583,16.9861,32.25,9.4688,8.0142,31.1667,16.1563,19.0,12.111,33.375,49.9422,14.945,43.6875,4.5625,46.0,29.875,38.9733,37.125,11.9468,6.4815,8.1771,50.5,28.1667,30.0313,22.8125,1997-02-28
1997-03-31,16.844,26.75,26.25,10.625,31.5,148.431,16.2361,34.8125,9.5,7.1399,31.0833,16.9375,18.25,11.889,31.2083,46.8208,15.5783,41.125,4.6719,42.25,28.031,36.2895,33.5,11.2001,6.5926,7.8682,47.625,27.2222,28.75,25.0,1997-03-31
1997-04-30,17.813,28.0,27.8438,11.4375,30.875,171.684,16.7083,34.25,10.1875,7.8248,32.375,17.6563,16.6667,12.889,30.875,48.2932,17.3261,43.9375,4.75,43.5,31.844,39.44,35.0,12.4338,6.9012,8.4859,46.75,29.5556,31.4375,27.125,1997-04-30
1997-05-30,18.719,30.4375,29.625,12.1875,33.75,170.1338,19.3056,35.0,10.4063,8.3931,33.5,19.3438,19.3333,14.0,31.5,47.2331,17.9593,46.5,4.9219,45.875,31.563,44.8076,38.25,13.6999,8.9383,9.1919,49.875,32.5,34.4688,28.0625,1997-05-30
1997-06-30,18.75,32.1875,33.1875,13.3125,34.625,195.5182,19.7222,36.9688,11.9375,9.2601,33.875,19.8125,18.9167,15.319,32.3542,46.8797,17.0221,54.6563,4.6406,51.0,33.0,45.3327,39.625,13.57,9.1728,9.9713,54.563,34.5,35.3125,27.6563,1997-06-30
1997-07-31,22.125,35.5625,35.0313,15.7344,37.8125,223.0341,22.1667,39.5625,11.6719,9.9959,32.625,23.0,20.4583,16.625,37.8542,47.7631,17.6047,56.5,4.7031,47.375,34.906,52.2755,41.9375,15.0147,9.8025,10.5596,50.0,37.3333,38.0313,27.625,1997-07-31
1997-08-29,19.906,33.4688,31.1563,18.4375,40.0,196.8746,20.375,38.7188,11.2656,9.6826,30.875,23.875,17.9167,15.729,37.0625,44.7006,17.6554,52.3125,4.3203,44.938,32.813,49.2417,39.375,13.8135,9.358,10.3978,57.25,33.9583,33.2656,26.6875,1997-08-29
1997-09-30,21.781,34.8125,32.5,18.9375,43.8125,211.6014,20.6944,41.5938,12.1406,10.3456,30.8125,26.0,18.75,17.375,39.3333,46.1141,18.5419,60.2188,4.8594,46.25,37.063,51.4004,40.0,13.57,11.0617,10.8979,66.313,35.25,34.5313,28.25,1997-09-30
1997-10-31,20.297,34.375,28.9063,17.6563,38.375,217.0271,17.25,41.4688,11.8906,9.4203,31.3125,29.8125,19.3333,18.542,38.4583,48.941,17.6807,66.875,5.2031,45.75,35.0,42.0071,38.375,12.0117,8.9012,10.5155,60.625,35.9583,34.0,27.625,1997-10-31
